Pas;ECinetica;EPotencial;ETotal;Temperatura
1860;316.388;-166.599;-134,96;0,494356
1861;309.508;-165.908;-134.957;0,483606
1862;301.615;-165.098;-134.936;0,471273
1863;293.365;-164.274;-134.937;0,458383
1864;28.549;-163.476;-134.927;0,446078
1865;278.689;-162.793;-134.924;0,435452
1866;27.352;-162.268;-134.916;0,427375
1867;270.312;-161.947;-134.916;0,422362
1868;269.134;-161.825;-134.912;0,420522
1869;269.819;-161.901;-134.919;0,421593
1870;272.019;-162.113;-134.911;0,42503
1871;275.281;-162.459;-134.931;0,430126
1872;279.115;-162.829;-134.917;0,436117
1873;283.059;-163,22;-134.914;0,44228
1874;286.717;-163.598;-134.927;0,447995
1875;289.785;-163.906;-134.928;0,452789
1876;292.058;-164.139;-134.934;0,456341
1877;293.424;-164.281;-134.939;0,458474
1878;293.844;-164.318;-134.933;0,459131
1879;293.333;-164.266;-134.933;0,458334
1880;291.936;-164.126;-134.933;0,456149
1881;289.716;-163.909;-134.938;0,452682
1882;286.771;-163.625;-134.948;0,44808
1883;28.324;-163,27;-134.946;0,442562
1884;279.324;-162.877;-134.945;0,436444
1885;275.297;-162.472;-134.943;0,430152
1886;271.483;-162.089;-134.941;0,424192
1887;268.203;-161.759;-134.939;0,419067
1888;265.719;-161,51;-134.938;0,415186
1889;264.172;-161.366;-134.949;0,412769
1890;263.558;-161.294;-134.939;0,411809
1891;263.741;-161.319;-134.945;0,412095
1892;264.498;-161,38;-134,93;0,413279
1893;265.575;-161.495;-134.937;0,414962
1894;26.672;-161.616;-134.944;0,41675
1895;267.707;-161.727;-134.956;0,418292
1896;268.343;-161.786;-134.952;0,419286
1897;268.471;-161.788;-134.941;0,419485
1898;267.972;-161.745;-134.947;0,418707
1899;266.781;-161.626;-134.947;0,416846
1900;26,49;-161.443;-134.953;0,413906
1901;262.408;-161.181;-134.941;0,410012
1902;259.463;-160,88;-134.934;0,405411
1903;256.289;-160,55;-134.921;0,400452
1904;253.148;-160.224;-134.909;0,395544
1905;250.302;-159.949;-134.918;0,391097
1906;247.979;-159.704;-134.906;0,387467
1907;246.347;-159,54;-134.906;0,384916
1908;24,55;-159.461;-134.911;0,383594
1909;245.461;-159.452;-134.906;0,383533
1910;246.188;-159,53;-134.912;0,384669
1911;247.593;-159.677;-134.918;0,386864
1912;249.558;-159.869;-134.913;0,389934
1913;251.953;-160.109;-134.913;0,393677
1914;254.645;-160.389;-134.925;0,397883
1915;257.501;-160,67;-134,92;0,402346
1916;260.399;-160,96;-134,92;0,406873
1917;263.221;-161.232;-134,91;0,411283
1918;26.587;-161.492;-134.905;0,415422
1919;268.262;-161.737;-134,91;0,41916
1920;27.033;-161.938;-134.905;0,42239
1921;272.019;-162.107;-134.905;0,42503
1922;27.329;-162.234;-134.905;0,427016
1923;274.117;-162.317;-134.905;0,428308
1924;274.484;-162.348;-134,9;0,428881
1925;274.385;-162.333;-134.895;0,428727
1926;273.833;-162.289;-134.905;0,427864
1927;272.854;-162.196;-134.911;0,426334
1928;271.495;-162.055;-134.905;0,424211
1929;269.824;-161.887;-134.905;0,421599
1930;267.932;-161.692;-134.899;0,418643
1931;265.937;-161.497;-134.903;0,415527
1932;263.985;-161.296;-134.897;0,412476
1933;262.232;-161,12;-134.896;0,409737
1934;260.839;-160,99;-134.906;0,407561
1935;259.946;-160,89;-134.895;0,406165
1936;259.646;-160.865;-134,9;0,405697
1937;259.971;-160.909;-134.912;0,406204
1938;260.875;-161.006;-134.918;0,407617
1939;262.243;-161.138;-134.914;0,409754
1940;263.899;-161.305;-134.915;0,412342
1941;265.639;-161.497;-134.933;0,415061
1942;267.254;-161.665;-134,94;0,417585
1943;26.856;-161.802;-134.946;0,419624
1944;269.413;-161.888;-134.947;0,420958
1945;269.732;-161.915;-134.942;0,421456
1946;26,95;-161.897;-134.947;0,421093
1947;268.781;-161.807;-134.929;0,41997
1948;267.722;-161.706;-134.933;0,418316
1949;26.655;-161.587;-134.932;0,416484
1950;265.552;-161,49;-134.935;0,414925
1951;265.038;-161.442;-134.939;0,414121
1952;265.284;-161.471;-134.943;0,414506
1953;266.478;-161.574;-134.926;0,416372
1954;268.669;-161.788;-134.921;0,419795
1955;271.748;-162.092;-134.918;0,424607
1956;275.464;-162.461;-134.915;0,430412
1957;279.461;-162.858;-134.912;0,436658
1958;283.353;-163.255;-134,92;0,44274
1959;286.788;-163.605;-134.927;0,448106
1960;289.501;-163.867;-134.917;0,452345
1961;291.347;-164,03;-134.895;0,45523
1962;292.281;-164.118;-134.889;0,45669
1963;292.323;-164.105;-134.873;0,456754
1964;291.508;-164.029;-134.878;0,455481
1965;289.854;-163.858;-134.873;0,452897
1966;287.364;-163.615;-134.878;0,449007
1967;284.056;-163.295;-134.889;0,443838
1968;280.007;-162.883;-134.883;0,437511
1969;275.387;-162,42;-134.881;0,430292
1970;27.046;-161.936;-134,89;0,422593
1971;265.549;-161.448;-134.893;0,41492
1972;260.985;-160,99;-134.891;0,407788
1973;257.041;-160.594;-134,89;0,401627
1974;253.895;-160.279;-134,89;0,396711
1975;251.605;-160.034;-134.874;0,393133
1976;250.126;-159.904;-134.891;0,390821
1977;249.338;-159.831;-134.897;0,38959
1978;249.091;-159.818;-134.909;0,389205
1979;249.244;-159,84;-134.915;0,389444
1980;249.696;-159.891;-134.921;0,39015
1981;250.405;-159.967;-134.926;0,391258
1982;251.396;-160.076;-134.937;0,392807
1983;25.274;-160.216;-134.941;0,394907
1984;254.527;-160.394;-134.941;0,397698
1985;256.822;-160.617;-134.935;0,401284
1986;259.628;-160.909;-134.947;0,405669
1987;262.853;-161.244;-134.959;0,410708
1988;266.309;-161.591;-134,96;0,416107
1989;269.728;-161.935;-134.962;0,42145
1990;272.804;-162.245;-134.964;0,426256
1991;275.229;-162.483;-134.961;0,430046
1992;276.738;-162,63;-134.956;0,432402
1993;277.135;-162.665;-134.951;0,433024
1994;276.324;-162.595;-134.962;0,431757
1995;274.321;-162.394;-134.962;0,428627
1996;271.262;-162.086;-134,96;0,423847
1997;267.409;-161.704;-134.963;0,417826
1998;263.138;-161.274;-134.961;0,411153
1999;258.908;-160.832;-134.941;0,404544
2000;255.202;-160.448;-134.927;0,398753
2001;252.452;-160.165;-134,92;0,394456
2002;250.966;-160.016;-134.919;0,392134
2003;250.876;-160.013;-134.925;0,391994
2004;252.129;-160.134;-134.921;0,393951
2005;254.506;-160.368;-134.918;0,397665
2006;25.768;-160.683;-134.915;0,402625
2007;261.278;-161.039;-134.911;0,408247
2008;264.929;-161.406;-134.913;0,413952
2009;268.308;-161.746;-134.915;0,419232
2010;271.149;-162.042;-134.927;0,42367
2011;273.254;-162.253;-134.928;0,42696
2012;274.501;-162.389;-134.939;0,428908
2013;274.842;-162.428;-134.944;0,42944
2014;274.313;-162.369;-134.938;0,428614
2015;273.054;-162.253;-134.947;0,426646
2016;271.318;-162.082;-134.951;0,423934
2017;269.476;-161.895;-134.948;0,421056
2018;267.988;-161.738;-134.939;0,418731
2019;267.326;-161.664;-134.931;0,417697
2020;26.788;-161.723;-134.935;0,418562
2021;269.853;-161,92;-134.935;0,421645
2022;273.223;-162.248;-134.925;0,42691
2023;277.765;-162.698;-134.922;0,434007
2024;283.135;-163.238;-134.924;0,442398
2025;288.961;-163.833;-134.937;0,451501
2026;294.903;-164.434;-134.944;0,460786
2027;300.686;-165.013;-134.945;0,469822
2028;30.609;-165.566;-134.956;0,478266
2029;310.935;-166.051;-134.957;0,485836
2030;31.506;-166.453;-134.947;0,492281
2031;318.316;-166,79;-134.959;0,497369
2032;320.561;-166.999;-134.943;0,500876
2033;321.661;-167.115;-134.949;0,502595
2034;321.502;-167,1;-134,95;0,502347
2035;320.002;-166.956;-134.955;0,500003
2036;317.122;-166.673;-134.961;0,495502
2037;312.873;-166.237;-134,95;0,488864
2038;307.329;-165.698;-134.965;0,480201
2039;300.619;-165.026;-134.964;0,469718
2040;292.937;-164.257;-134.963;0,457714
2041;284.527;-163.409;-134.956;0,444574
2042;275.679;-162.511;-134.943;0,430749
2043;266.708;-161.618;-134.947;0,416731
2044;257.933;-160.722;-134.929;0,40302
2045;249.662;-159.894;-134.928;0,390098
2046;24.217;-159.138;-134.921;0,37839
2047;23.568;-158.494;-134.926;0,368249
2048;230.347;-157,96;-134.925;0,359917
2049;226.248;-157.545;-134,92;0,353512
2050;223.381;-157.242;-134.904;0,349032
2051;221.671;-157.061;-134.894;0,34636
2052;220.993;-157;-134.901;0,345301
2053;221.196;-157.027;-134.907;0,345618
2054;222.127;-157.121;-134.908;0,347073
2055;223.654;-157,28;-134.914;0,34946
2056;225.678;-157.482;-134.915;0,352622
2057;228.136;-157.728;-134.915;0,356462
2058;231.003;-158.004;-134.903;0,360942
2059;23.428;-158,32;-134.892;0,366063
2060;237.981;-158,69;-134.892;0,371845
2061;242.107;-159.108;-134.897;0,378293
2062;246.641;-159.567;-134.903;0,385377
2063;251.533;-160.056;-134.903;0,39302
2064;256.707;-160.574;-134.903;0,401105
2065;262.069;-161.116;-134.909;0,409483
2066;267.519;-161.667;-134.915;0,417998
2067;272.964;-162.217;-134.921;0,426507
2068;278.323;-162.759;-134.926;0,43488
2069;283.528;-163.285;-134.932;0,443012
2070;288.514;-163.784;-134.932;0,450803
2071;293.218;-164.254;-134.933;0,458153
2072;297.568;-164,69;-134.933;0,46495
2073;301.477;-165.076;-134.928;0,471058
2074;304.844;-165.407;-134.923;0,476319
2075;307.558;-165.691;-134.935;0,48056
2076;309.501;-165.875;-134.925;0,483595
2077;310.553;-165.986;-134.931;0,485239
2078;310.611;-166.003;-134.942;0,48533
2079;309.594;-165.924;-134.965;0,48374
2080;307.457;-165.705;-134.959;0,480401
2081;304.206;-165,38;-134.959;0,475322
2082;299.912;-164.938;-134.947;0,468612
2083;294.715;-164.401;-134,93;0,460493
2084;288.824;-163.822;-134.939;0,451288
2085;282.503;-163.199;-134.948;0,441411
2086;276.049;-162.563;-134.958;0,431327
2087;269.759;-161.932;-134.956;0,421499
2088;263.893;-161.355;-134.966;0,412333
2089;258.644;-160.841;-134.976;0,404132
2090;254.121;-160.378;-134.965;0,397065
2091;250.353;-160.001;-134.966;0,391176
2092;247.302;-159.686;-134.956;0,386409
2093;244.896;-159.446;-134.956;0,38265
2094;243.058;-159.263;-134.957;0,379779
2095;241.733;-159.141;-134.968;0,377707
2096;240.892;-159.046;-134.957;0,376394
2097;240.534;-159.011;-134.957;0,375835
2098;240.674;-159,03;-134.963;0,376052
2099;241.328;-159.095;-134.962;0,377075
2100;242.511;-159.214;-134.963;0,378923
2101;244.226;-159,38;-134.957;0,381603
2102;246.467;-159.604;-134.957;0,385105
2103;249.213;-159.873;-134.952;0,389395
2104;252.423;-160.189;-134.947;0,394411
2105;256.028;-160.545;-134.942;0,400044
2106;259.918;-160.935;-134.943;0,406123
2107;263.939;-161.327;-134.933;0,412404
2108;267.887;-161.723;-134.935;0,418574
2109;271.532;-162.089;-134.936;0,424268
2110;274.634;-162.406;-134.943;0,429116
2111;276.983;-162.631;-134.933;0,432786
2112;278.421;-162.775;-134.933;0,435033
2113;278.874;-162,82;-134.933;0,435741
2114;278.364;-162.779;-134.943;0,434944
2115;277.004;-162.636;-134.936;0,432819
2116;274.986;-162.438;-134,94;0,429665
2117;27.256;-162.188;-134.933;0,425874
2118;27;-161.942;-134.942;0,421875
2119;267.577;-161.687;-134.929;0,418088
2120;265.524;-161.469;-134.917;0,414881
2121;264.017;-161.318;-134.916;0,412527
2122;263.153;-161.221;-134.905;0,411177
2123;262.947;-161.195;-134,9;0,410854
2124;263.328;-161.245;-134.912;0,411449
2125;264.151;-161.318;-134.903;0,412735
2126;265.221;-161.437;-134.915;0,414407
2127;26.632;-161.554;-134.922;0,416124
2128;267.235;-161.647;-134.923;0,417555
2129;267.792;-161.708;-134.929;0,418425
2130;26.787;-161.727;-134,94;0,418546
2131;267.407;-161.676;-134.935;0,417824
2132;266.409;-161.581;-134,94;0,416264
2133;264.937;-161.433;-134.939;0,413965
2134;263.101;-161.237;-134.927;0,411095
2135;261.035;-161.024;-134.921;0,407867
2136;258.889;-160.803;-134.914;0,404515
2137;25.681;-160.595;-134.913;0,401266
2138;254.933;-160.401;-134.907;0,398333
2139;253.377;-160.239;-134.901;0,395902
2140;252.246;-160.125;-134.901;0,394135
2141;251.625;-160.068;-134.906;0,393163
2142;251.579;-160.052;-134.894;0,393093
2143;252.157;-160.126;-134.911;0,393996
2144;253.383;-160.254;-134.916;0,395911
2145;255.263;-160.448;-134.922;0,398849
2146;257.786;-160.706;-134.927;0,40279
2147;260.921;-161,02;-134.928;0,40769
2148;264.615;-161,39;-134.928;0,413461
2149;268.783;-161.813;-134.934;0,419974
2150;273.301;-162.244;-134.913;0,427033
2151;27,8;-162.731;-134.931;0,434374
2152;282.669;-163.205;-134.938;0,44167
2153;287.077;-163.653;-134.945;0,448558
2154;290.996;-164.051;-134.952;0,454681
2155;29.423;-164.376;-134.953;0,459734
2156;296.636;-164.622;-134.958;0,463493
2157;298.135;-164.761;-134.948;0,465836
2158;298.704;-164.829;-134.958;0,466725
2159;298.367;-164,8;-134.964;0,466199
2160;29.718;-164.681;-134.963;0,464343
2161;295.212;-164.484;-134.963;0,461268
2162;292.533;-164.221;-134.968;0,457083
2163;289.216;-163.884;-134.962;0,4519
2164;285.334;-163.501;-134.968;0,445834
2165;280.974;-163,07;-134.973;0,439022
2166;276.252;-162.597;-134.972;0,431644
2167;271.317;-162.108;-134.977;0,423933
2168;266.347;-161.616;-134.981;0,416167
2169;261.533;-161.134;-134,98;0,408645
2170;257.049;-160,69;-134.985;0,401639
2171;25.301;-160.287;-134.986;0,395329
2172;249.437;-159.936;-134.992;0,389746
2173;246.238;-159.607;-134.983;0,384747
2174;243.231;-159.309;-134.986;0,380049
2175;240.232;-159.016;-134.992;0,375363
2176;237.195;-158.711;-134.992;0,370617
2177;234.369;-158.414;-134.977;0,366202
2178;232.374;-158.199;-134.961;0,363084
2179;232.043;-158.161;-134.957;0,362567
2180;234.034;-158.349;-134.945;0,365678
2181;23.836;-158.781;-134.945;0,372438
2182;24.421;-159.375;-134.954;0,381578
2183;250.195;-159.989;-134.969;0,39093
2184;254.861;-160.473;-134.987;0,39822
2185;257.116;-160.707;-134.995;0,401743
2186;256.416;-160.637;-134.995;0,40065
2187;252.757;-160.257;-134.982;0,394933
2188;246.578;-159.624;-134.966;0,385278
2189;238.676;-158.816;-134.949;0,372932
2190;230.101;-157.946;-134.936;0,359533
2191;221.999;-157.141;-134.941;0,346873
2192;21.539;-156.481;-134.942;0,336547
2193;210.956;-156.037;-134.941;0,329618
2194;20.895;-155.842;-134.947;0,326484
2195;20.928;-155.877;-134.949;0,327
2196;211.685;-156.114;-134.945;0,330758
2197;215.874;-156.539;-134.952;0,337302
2198;221.567;-157.104;-134.947;0,346198
2199;228.466;-157.806;-134,96;0,356978
2200;236.212;-158.556;-134.934;0,369082
2201;244.369;-159.368;-134.931;0,381827
2202;252.451;-160.168;-134.923;0,394455
2203;259.972;-160.922;-134.925;0,406206
2204;266.505;-161.583;-134.932;0,416414
2205;271.738;-162.096;-134.922;0,42459
2206;275.512;-162.473;-134.921;0,430487
2207;277.843;-162.699;-134.914;0,43413
2208;278.914;-162.804;-134.912;0,435804
2209;279.018;-162.811;-134,91;0,435965
2210;278.475;-162.755;-134.908;0,435118
2211;27.756;-162.673;-134.917;0,433688
2212;276.442;-162.561;-134.917;0,43194
2213;275.181;-162,44;-134.922;0,42997
2214;273.775;-162,3;-134.922;0,427774
2215;272.222;-162.155;-134.933;0,425347
2216;27.056;-161.988;-134.932;0,42275
2217;268.885;-161,83;-134.942;0,420132
2218;267.338;-161.686;-134.952;0,417716
2219;266.073;-161.564;-134.956;0,415739
2220;265.221;-161.478;-134.956;0,414408
2221;264.865;-161.442;-134.956;0,413852
2222;265.026;-161.464;-134.961;0,414103
2223;265.669;-161.523;-134.956;0,415108
2224;26.672;-161,64;-134.968;0,41675
2225;268.081;-161.782;-134.974;0,418876
2226;269.646;-161,95;-134.986;0,421322
2227;271.314;-162.101;-134,97;0,423928
2228;272.989;-162.258;-134.959;0,426545
2229;274.574;-162.417;-134,96;0,429022
2230;275.971;-162.552;-134.955;0,431204
2231;277.077;-162.674;-134.967;0,432933
2232;277.794;-162.758;-134.978;0,434052
2233;278.026;-162.781;-134.979;0,434415
2234;277.693;-162.743;-134.974;0,433896
2235;276.735;-162.636;-134.963;0,432399
2236;275.109;-162.479;-134.969;0,429857
2237;272.791;-162,27;-134.991;0,426236
2238;269.778;-161.957;-134,98;0,421528
2239;266.085;-161.577;-134.969;0,415758
2240;261.761;-161.145;-134.968;0,409002
2241;256.905;-160.653;-134.962;0,401413
2242;251.683;-160.129;-134.961;0,393255
2243;246.346;-159.583;-134.948;0,384915
2244;241.225;-159.068;-134.946;0,376914
2245;236.712;-158.614;-134.943;0,369863
2246;233.214;-158.262;-134.941;0,364397
2247;231.085;-158.053;-134.945;0,361071
2248;230.564;-158.001;-134.944;0,360257
2249;23.173;-158.124;-134.951;0,362079
2250;234.484;-158.406;-134.958;0,366382
2251;238.573;-158.812;-134.954;0,37277
2252;243.631;-159.326;-134.962;0,380674
2253;249.239;-159.894;-134,97;0,389436
2254;254.968;-160.475;-134.978;0,398388
2255;260.428;-161.017;-134.975;0,406918
2256;26.529;-161.505;-134.976;0,414515
2257;269.304;-161.918;-134.988;0,420787
2258;272.305;-162.219;-134.988;0,425476
2259;274.209;-162.409;-134.988;0,428451
2260;275.006;-162.483;-134.982;0,429697
2261;274.753;-162.462;-134.987;0,429302
2262;273.563;-162.337;-134,98;0,427442
2263;271.595;-162.128;-134.968;0,424367
2264;269.045;-161.871;-134.967;0,420382
2265;266.133;-161.579;-134.966;0,415833
2266;26.309;-161.268;-134.959;0,411078
2267;260.143;-160.978;-134.963;0,406473
2268;257.494;-160.695;-134.946;0,402335
2269;255.301;-160,47;-134,94;0,398908
2270;253.659;-160.273;-134.907;0,396342
2271;25.259;-160.167;-134.908;0,394672
2272;252.052;-160.114;-134.909;0,393831
2273;251.967;-160.112;-134.915;0,393699
2274;252.267;-160.142;-134.916;0,394167
2275;252.939;-160.215;-134.921;0,395217
2276;254.058;-160,32;-134.915;0,396965
2277;255.791;-160.487;-134.908;0,399674
2278;258.355;-160.742;-134.906;0,40368
2279;26.194;-161,1;-134.906;0,409281
2280;266.629;-161.574;-134.912;0,416608
2281;272.346;-162.142;-134.907;0,42554
2282;278.852;-162.789;-134.904;0,435706
2283;285.794;-163,48;-134.901;0,446554
2284;292.771;-164.164;-134.887;0,457454
2285;299.389;-164.827;-134.889;0,467795
2286;305.309;-165.421;-134,89;0,477045
2287;310.261;-165.911;-134.885;0,484783
2288;314.055;-166.291;-134.886;0,49071
2289;316.584;-166,56;-134.902;0,494663
2290;317.831;-166.679;-134.896;0,496611
2291;317.863;-166,67;-134.884;0,49666
2292;31.683;-166.565;-134.882;0,495047
2293;314.952;-166.375;-134,88;0,492113
2294;312.496;-166.122;-134.873;0,488275
2295;309.746;-165.851;-134.876;0,483978
2296;306.965;-165.577;-134.881;0,479632
2297;304.356;-165,31;-134.874;0,475556
2298;302.032;-165.061;-134.858;0,471925
2299;300.001;-164.864;-134.864;0,468752
2300;298.175;-164.688;-134,87;0,465899
2301;296.408;-164.512;-134.871;0,463137
2302;294.536;-164.326;-134.872;0,460213
2303;292.426;-164.115;-134.873;0,456916
2304;290.001;-163.867;-134.867;0,453127
2305;287.254;-163.581;-134.856;0,448835
2306;284.243;-163.285;-134.861;0,44413
2307;281.074;-162.956;-134.849;0,439178
2308;277.878;-162,63;-134.843;0,434184
2309;274.782;-162.326;-134.847;0,429348
2310;271.892;-162.036;-134.847;0,424831
2311;269.273;-161.785;-134.858;0,42074
2312;266.947;-161.548;-134.853;0,417105
2313;264.896;-161.343;-134.853;0,413899
2314;26.308;-161.162;-134.854;0,411062
2315;261.459;-161.016;-134,87;0,408529
2316;260.009;-160.871;-134,87;0,406264
2317;258.742;-160.728;-134.854;0,404284
2318;257.708;-160.619;-134.848;0,402668
2319;25.698;-160.551;-134.853;0,401531
2320;256.637;-160.511;-134.847;0,400995
2321;256.724;-160,52;-134.847;0,401131
2322;257.227;-160.576;-134.854;0,401917
2323;258.057;-160,65;-134.844;0,403215
2324;259.059;-160.768;-134.862;0,404779
2325;260.016;-160.871;-134.869;0,406276
2326;260.695;-160.929;-134,86;0,407337
2327;26.088;-160.949;-134.861;0,407626
2328;260.412;-160.897;-134.856;0,406893
2329;259.219;-160.772;-134,85;0,40503
2330;257.351;-160.585;-134.849;0,402112
2331;254.986;-160.346;-134.848;0,398415
2332;252.428;-160.088;-134.845;0,394418
2333;250.082;-159.851;-134.842;0,390753
2334;24,84;-159,68;-134,84;0,388125
2335;247.809;-159.619;-134.838;0,387202
2336;248.626;-159,71;-134.848;0,388478
2337;250.976;-159.946;-134.849;0,39215
2338;254.748;-160.337;-134.862;0,398044
2339;259.603;-160.831;-134.871;0,40563
2340;265.032;-161.383;-134,88;0,414113
2341;270.453;-161.934;-134.889;0,422583
2342;275.305;-162.423;-134.892;0,430164
2343;279.133;-162.807;-134.894;0,436145
2344;281.638;-163,07;-134.906;0,440059
2345;282.688;-163.174;-134.906;0,441701
2346;282.318;-163.136;-134.905;0,441122
2347;28,07;-162.967;-134.897;0,438594
2348;278.125;-162.713;-134.901;0,434571
2349;274.971;-162.401;-134.904;0,429643
2350;271.681;-162.063;-134.895;0,424501
2351;268.737;-161,76;-134.887;0,419902
2352;266.628;-161.552;-134.889;0,416607
2353;265.774;-161.465;-134.888;0,415272
2354;266.439;-161.531;-134.888;0,416311
2355;268.648;-161.776;-134.911;0,419762
2356;272.166;-162,13;-134.914;0,425259
2357;276.557;-162.578;-134.923;0,43212
2358;281.305;-163,05;-134,92;0,439538
2359;285.931;-163,51;-134.917;0,446768
2360;290.067;-163.924;-134.918;0,45323
2361;293.468;-164,27;-134.924;0,458544
2362;295.988;-164.545;-134.946;0,462482
2363;297.556;-164.701;-134.946;0,464932
2364;298.164;-164.767;-134.951;0,465881
2365;297.875;-164.732;-134.944;0,46543
2366;296.834;-164.626;-134.943;0,463803
2367;295.267;-164.456;-134,93;0,461354
2368;29.345;-164.278;-134.933;0,458515
2369;291.647;-164.091;-134.927;0,455699
2370;290.037;-163.936;-134.932;0,453183
2371;288.645;-163.798;-134.933;0,451008
2372;287.331;-163.657;-134.924;0,448954
2373;285.822;-163.503;-134.921;0,446596
2374;283.805;-163.309;-134.928;0,443445
2375;281.024;-163.043;-134,94;0,439101
2376;277.365;-162.677;-134,94;0,433384
2377;272.893;-162.228;-134.939;0,426395
2378;267.849;-161,71;-134.925;0,418515
2379;262.613;-161.184;-134.923;0,410333
2380;257.644;-160.684;-134,92;0,402569
2381;253.428;-160.249;-134.906;0,395981
2382;250.424;-159.946;-134.904;0,391287
2383;249.027;-159,81;-134.907;0,389104
2384;249.522;-159.864;-134.912;0,389878
2385;25.204;-160.111;-134.907;0,393813
2386;25.652;-160.571;-134.919;0,400812
2387;26.269;-161.191;-134.922;0,410453
2388;270.095;-161,93;-134,92;0,422024
2389;278.164;-162.729;-134.913;0,434631
2390;286.287;-163,55;-134.922;0,447324
2391;293.902;-164.314;-134.924;0,459221
2392;300.545;-164.975;-134,92;0,469601
2393;305.885;-165.504;-134.916;0,477945
2394;30.972;-165.882;-134.911;0,483937
2395;311.962;-166.106;-134,91;0,487441
2396;312.625;-166.172;-134.909;0,488476
2397;311.798;-166.094;-134.914;0,487185
2398;309.644;-165.871;-134.907;0,483819
2399;30.639;-165.544;-134.905;0,478734
2400;302.329;-165.141;-134.908;0,472389
2401;297.805;-164.708;-134.928;0,465321
2402;293.185;-164.244;-134.926;0,458101
2403;288.808;-163,81;-134.929;0,451262
2404;284.945;-163.423;-134.928;0,445227
2405;28.176;-163,11;-134.934;0,44025
2406;279.303;-162.864;-134.934;0,436411
2407;277.534;-162.666;-134.913;0,433646
2408;27.635;-162.565;-134,93;0,431797
2409;275.616;-162.493;-134.931;0,430649
2410;275.175;-162.439;-134.921;0,42996
2411;274.859;-162,43;-134.944;0,429467
2412;274.485;-162.378;-134.929;0,428883
2413;273.863;-162.317;-134,93;0,427911
2414;272.816;-162.218;-134.937;0,426276
2415;271.217;-162.064;-134.943;0,423777
2416;269.037;-161.857;-134.953;0,42037
2417;266.391;-161.569;-134,93;0,416235
2418;263.563;-161.294;-134.938;0,411817
2419;260.982;-161.022;-134.924;0,407785
2420;259.142;-160,84;-134.926;0,404909
2421;258.462;-160.771;-134.925;0,403847
2422;259.161;-160.841;-134.925;0,404939
2423;261.187;-161.057;-134.938;0,408105
2424;264.252;-161,36;-134.935;0,412894
2425;267.938;-161.726;-134.932;0,418653
2426;271.824;-162.094;-134.912;0,424725
2427;275.572;-162.476;-134.918;0,430581
2428;278.965;-162,81;-134.913;0,435882
2429;281.898;-163.108;-134.918;0,440466
2430;284.354;-163.348;-134.912;0,444303
2431;286.363;-163.548;-134.912;0,447442
2432;287.977;-163.714;-134.917;0,449964
2433;289.242;-163.846;-134.922;0,451941
2434;290.188;-163.935;-134.916;0,453418
2435;290.812;-164.008;-134.927;0,454394
2436;291.083;-164,03;-134.922;0,454817
2437;290.943;-164.022;-134.928;0,454598
2438;290.319;-163.955;-134.923;0,453624
2439;289.137;-163.843;-134.929;0,451776
2440;287.333;-163.674;-134.941;0,448957
2441;284.871;-163.433;-134.946;0,445111
2442;281.763;-163.144;-134.968;0,440254
2443;278.085;-162.781;-134.973;0,434507
2444;273.995;-162.355;-134.955;0,428118
2445;269.739;-161.922;-134.948;0,421468
2446;26.564;-161.515;-134.951;0,415062
2447;262.052;-161.155;-134,95;0,409457
2448;259.291;-160.883;-134.954;0,405142
2449;257.547;-160.714;-134,96;0,402417
2450;256.834;-160,65;-134.967;0,401303
2451;256.987;-160.673;-134.974;0,401542
2452;257.728;-160.755;-134.982;0,4027
2453;258.768;-160.871;-134.994;0,404325
2454;259.893;-160.979;-134,99;0,406083
2455;261.004;-161.095;-134.995;0,407819
2456;262.099;-161.193;-134.984;0,409529
2457;263.216;-161.305;-134.983;0,411275
2458;264.395;-161.434;-134.994;0,413118
2459;265.652;-161.576;-135,01;0,415081
2460;266.992;-161,72;-135.021;0,417174
2461;268.429;-161.875;-135.032;0,419421
2462;269.991;-162.036;-135.037;0,421861
2463;271.693;-162.228;-135.059;0,42452
2464;273.507;-162.421;-135,07;0,427355
2465;275.342;-162.594;-135,06;0,430221
2466;277.042;-162.765;-135.061;0,432879
2467;278.418;-162.898;-135.057;0,435029
2468;279.279;-162.985;-135.058;0,436374
2469;279.466;-163,01;-135.064;0,436665
2470;278.872;-162.951;-135.064;0,435738
2471;277.455;-162.782;-135.036;0,433524
2472;275.232;-162,57;-135.047;0,43005
2473;272.285;-162.291;-135.062;0,425445
2474;268.764;-161.932;-135.056;0,419943
2475;264.886;-161.537;-135.048;0,413884
2476;260.924;-161.139;-135.047;0,407694
2477;257.175;-160.768;-135,05;0,401836
2478;253.913;-160.429;-135.038;0,396739
2479;251.334;-160.166;-135.032;0,392709
2480;249.512;-159.989;-135.038;0,389863
2481;24.839;-159.873;-135.034;0,38811
2482;24,78;-159.816;-135.036;0,387187
2483;247.517;-159.789;-135.037;0,386745
2484;247.324;-159.765;-135.033;0,386444
2485;247.083;-159.741;-135.033;0,386067
2486;24.678;-159,71;-135.032;0,385594
2487;246.547;-159.686;-135.031;0,38523
2488;246.638;-159.693;-135.029;0,385372
2489;247.354;-159.779;-135.043;0,386491
2490;248.953;-159.943;-135.048;0,38899
2491;251.575;-160.206;-135.048;0,393086
2492;255.209;-160.564;-135.043;0,398764
2493;259.718;-161.011;-135.039;0,40581
2494;264.906;-161.531;-135,04;0,413915
